,MLII,V2,symbol
14031,-0.29,-0.015,
14032,-0.285,-0.005,
14033,-0.295,0.0,
14034,-0.275,-0.025,
14035,-0.275,-0.03,
14036,-0.29,-0.025,
14037,-0.275,-0.015,
14038,-0.28,0.0,
14039,-0.28,-0.005,
14040,-0.275,-0.03,
14041,-0.285,-0.03,
14042,-0.285,-0.035,
14043,-0.285,-0.01,
14044,-0.285,-0.01,
14045,-0.275,-0.01,
14046,-0.28,-0.02,
14047,-0.28,-0.04,
14048,-0.29,-0.015,
14049,-0.295,-0.005,
14050,-0.29,-0.005,
14051,-0.27,-0.01,
14052,-0.285,-0.025,
14053,-0.285,-0.035,
14054,-0.295,-0.03,
14055,-0.295,-0.025,
14056,-0.285,-0.025,
14057,-0.305,-0.025,
14058,-0.305,-0.035,
14059,-0.31,-0.035,
14060,-0.32,-0.04,
14061,-0.32,-0.035,
14062,-0.325,-0.035,
14063,-0.31,-0.045,
14064,-0.315,-0.05,
14065,-0.325,-0.075,
14066,-0.335,-0.075,
14067,-0.34,-0.065,
14068,-0.33,-0.065,
14069,-0.335,-0.065,
14070,-0.33,-0.075,
14071,-0.34,-0.08,
14072,-0.35,-0.085,
14073,-0.355,-0.08,
14074,-0.335,-0.075,
14075,-0.34,-0.08,
14076,-0.355,-0.095,
14077,-0.36,-0.1,
14078,-0.37,-0.085,
14079,-0.36,-0.09,
14080,-0.35,-0.09,
14081,-0.355,-0.085,
14082,-0.375,-0.11,
14083,-0.385,-0.12,
14084,-0.37,-0.105,
14085,-0.36,-0.105,
14086,-0.355,-0.095,
14087,-0.355,-0.085,
14088,-0.355,-0.1,
14089,-0.36,-0.105,
14090,-0.38,-0.11,
14091,-0.37,-0.105,
14092,-0.355,-0.095,
14093,-0.355,-0.105,
14094,-0.35,-0.1,
14095,-0.365,-0.115,
14096,-0.355,-0.115,
14097,-0.34,-0.11,
14098,-0.325,-0.11,
14099,-0.31,-0.1,
14100,-0.295,-0.105,
14101,-0.29,-0.105,
14102,-0.31,-0.11,
14103,-0.285,-0.095,
14104,-0.265,-0.085,
14105,-0.265,-0.075,
14106,-0.275,-0.09,
14107,-0.265,-0.085,
14108,-0.28,-0.105,
14109,-0.265,-0.09,
14110,-0.26,-0.09,
14111,-0.265,-0.1,
14112,-0.25,-0.105,
14113,-0.245,-0.12,
14114,-0.25,-0.115,
14115,-0.24,-0.1,
14116,-0.24,-0.095,
14117,-0.27,-0.1,
14118,-0.285,-0.125,
14119,-0.31,-0.135,
14120,-0.325,-0.16,
14121,-0.325,-0.145,
14122,-0.3,-0.14,
14123,-0.29,-0.14,
14124,-0.285,-0.135,
14125,-0.285,-0.125,
14126,-0.32,-0.085,
14127,-0.325,-0.08,
14128,-0.335,-0.08,
14129,-0.35,-0.08,
14130,-0.37,-0.1,
14131,-0.385,-0.105,
14132,-0.39,-0.12,
14133,-0.395,-0.11,
14134,-0.395,-0.1,
14135,-0.4,-0.115,
14136,-0.41,-0.125,
14137,-0.435,-0.14,
14138,-0.44,-0.135,
14139,-0.435,-0.135,
14140,-0.43,-0.115,
14141,-0.43,-0.12,
14142,-0.42,-0.125,
14143,-0.43,-0.135,
14144,-0.44,-0.13,
14145,-0.435,-0.125,
14146,-0.44,-0.11,
14147,-0.425,-0.11,
14148,-0.43,-0.12,
14149,-0.435,-0.13,
14150,-0.44,-0.125,
14151,-0.435,-0.125,
14152,-0.42,-0.11,
14153,-0.425,-0.11,
14154,-0.43,-0.115,
14155,-0.44,-0.115,
14156,-0.485,-0.115,
14157,-0.535,-0.125,
14158,-0.6,-0.145,
14159,-0.625,-0.16,
14160,-0.585,-0.155,
14161,-0.52,-0.12,
14162,-0.42,-0.08,
14163,-0.225,-0.015,
14164,0.11,0.08,
14165,0.51,0.25,
14166,0.915,0.465,
14167,1.275,0.675,
14168,1.585,0.92,
14169,1.795,1.135,N
14170,1.86,1.27,
14171,1.725,1.26,
14172,1.34,1.095,
14173,0.77,0.715,
14174,0.17,0.26,
14175,-0.265,-0.155,
14176,-0.49,-0.41,
14177,-0.555,-0.505,
14178,-0.545,-0.485,
14179,-0.48,-0.39,
14180,-0.375,-0.245,
14181,-0.305,-0.125,
14182,-0.305,-0.06,
14183,-0.345,-0.035,
14184,-0.385,-0.06,
14185,-0.4,-0.1,
14186,-0.405,-0.105,
14187,-0.395,-0.08,
14188,-0.4,-0.075,
14189,-0.42,-0.08,
14190,-0.44,-0.105,
14191,-0.46,-0.115,
14192,-0.47,-0.1,
14193,-0.465,-0.09,
14194,-0.455,-0.085,
14195,-0.46,-0.09,
14196,-0.455,-0.11,
14197,-0.465,-0.11,
14198,-0.475,-0.105,
14199,-0.46,-0.09,
14200,-0.46,-0.08,
14201,-0.445,-0.08,
14202,-0.46,-0.1,
14203,-0.47,-0.105,
14204,-0.475,-0.085,
14205,-0.46,-0.085,
14206,-0.47,-0.085,
14207,-0.47,-0.09,
14208,-0.465,-0.095,
14209,-0.47,-0.1,
14210,-0.465,-0.09,
14211,-0.45,-0.075,
14212,-0.45,-0.055,
14213,-0.455,-0.065,
14214,-0.465,-0.075,
14215,-0.45,-0.085,
14216,-0.445,-0.07,
14217,-0.435,-0.07,
14218,-0.43,-0.06,
14219,-0.44,-0.05,
14220,-0.43,-0.055,
14221,-0.425,-0.07,
14222,-0.425,-0.06,
14223,-0.41,-0.055,
14224,-0.385,-0.055,
14225,-0.385,-0.05,
14226,-0.38,-0.045,
14227,-0.38,-0.05,
14228,-0.375,-0.035,
14229,-0.35,-0.02,
14230,-0.355,-0.005,
14231,-0.335,0.005,
14232,-0.335,0.0,
14233,-0.33,0.0,
14234,-0.315,0.0,
14235,-0.275,0.02,
14236,-0.255,0.045,
14237,-0.245,0.055,
14238,-0.225,0.05,
14239,-0.21,0.06,
14240,-0.21,0.07,
14241,-0.195,0.095,
14242,-0.16,0.105,
14243,-0.13,0.115,
14244,-0.12,0.12,
14245,-0.11,0.12,
14246,-0.1,0.145,
14247,-0.07,0.165,
14248,-0.04,0.18,
14249,-0.03,0.18,
14250,-0.01,0.185,
14251,0.0,0.19,
14252,0.005,0.205,
14253,0.025,0.215,
14254,0.05,0.235,
14255,0.055,0.235,
14256,0.065,0.235,
14257,0.07,0.225,
14258,0.07,0.245,
14259,0.085,0.255,
14260,0.105,0.265,
14261,0.12,0.27,
14262,0.12,0.27,
14263,0.105,0.255,
14264,0.095,0.265,
14265,0.095,0.26,
14266,0.075,0.265,
14267,0.07,0.255,
14268,0.06,0.245,
14269,0.045,0.225,
14270,0.015,0.215,
14271,0.005,0.22,
14272,0.005,0.21,
14273,-0.035,0.2,
14274,-0.05,0.17,
14275,-0.095,0.145,
14276,-0.11,0.145,
14277,-0.125,0.13,
14278,-0.14,0.12,
14279,-0.15,0.095,
14280,-0.17,0.065,
14281,-0.2,0.04,
14282,-0.215,0.04,
14283,-0.24,0.035,
14284,-0.23,0.025,
14285,-0.235,0.015,
14286,-0.25,0.01,
14287,-0.265,-0.005,
14288,-0.29,-0.02,
14289,-0.285,-0.02,
14290,-0.28,-0.005,
14291,-0.28,-0.02,
14292,-0.285,-0.02,
14293,-0.29,-0.04,
14294,-0.29,-0.03,
14295,-0.295,-0.04,
14296,-0.305,-0.04,
14297,-0.3,-0.04,
14298,-0.3,-0.04,
14299,-0.305,-0.055,
14300,-0.305,-0.04,
14301,-0.305,-0.035,
14302,-0.305,-0.035,
14303,-0.305,-0.045,
14304,-0.305,-0.045,
14305,-0.305,-0.05,
14306,-0.315,-0.05,
14307,-0.3,-0.04,
14308,-0.295,-0.035,
14309,-0.275,-0.025,
14310,-0.275,-0.02,
14311,-0.29,-0.05,
14312,-0.29,-0.03,
14313,-0.295,-0.025,
14314,-0.28,-0.02,
14315,-0.27,-0.015,
14316,-0.27,-0.025,
14317,-0.28,-0.03,
14318,-0.275,-0.025,
14319,-0.265,-0.015,
14320,-0.255,0.0,
14321,-0.26,0.0,
14322,-0.265,-0.005,
14323,-0.28,-0.02,
14324,-0.275,-0.01,
14325,-0.27,-0.005,
14326,-0.255,-0.005,
14327,-0.25,-0.01,
14328,-0.255,-0.01,
14329,-0.26,-0.02,
14330,-0.265,-0.005,
14331,-0.25,0.0,
14332,-0.255,0.01,
14333,-0.24,0.01,
14334,-0.255,0.0,
14335,-0.26,-0.005,
14336,-0.27,0.0,
14337,-0.265,-0.005,
14338,-0.25,0.0,
14339,-0.26,0.0,
14340,-0.255,-0.005,
14341,-0.26,-0.02,
14342,-0.26,-0.01,
14343,-0.255,0.0,
14344,-0.255,0.005,
14345,-0.255,0.0,
14346,-0.27,-0.015,
14347,-0.28,-0.025,
14348,-0.29,-0.03,
14349,-0.29,-0.01,
14350,-0.28,-0.015,
14351,-0.275,-0.015,
14352,-0.27,-0.005,
14353,-0.285,-0.035,
14354,-0.28,-0.03,
14355,-0.295,-0.025,
14356,-0.29,-0.04,
14357,-0.285,-0.04,
14358,-0.29,-0.05,
14359,-0.31,-0.065,
14360,-0.31,-0.045,
14361,-0.295,-0.045,
14362,-0.3,-0.03,
14363,-0.3,-0.04,
14364,-0.305,-0.055,
14365,-0.325,-0.065,
14366,-0.335,-0.07,
14367,-0.335,-0.06,
14368,-0.32,-0.055,
14369,-0.31,-0.065,
14370,-0.325,-0.085,
14371,-0.335,-0.095,
14372,-0.34,-0.095,
14373,-0.33,-0.1,
14374,-0.335,-0.085,
14375,-0.335,-0.09,
14376,-0.345,-0.095,
14377,-0.355,-0.1,
14378,-0.35,-0.095,
14379,-0.345,-0.09,
14380,-0.345,-0.095,
14381,-0.335,-0.09,
14382,-0.335,-0.1,
14383,-0.345,-0.11,
14384,-0.345,-0.095,
14385,-0.34,-0.08,
14386,-0.33,-0.08,
14387,-0.335,-0.075,
14388,-0.33,-0.1,
14389,-0.335,-0.105,
14390,-0.32,-0.1,
14391,-0.31,-0.09,
14392,-0.285,-0.095,
14393,-0.27,-0.09,
14394,-0.27,-0.095,
14395,-0.285,-0.1,
14396,-0.28,-0.095,
14397,-0.27,-0.075,
14398,-0.26,-0.07,
14399,-0.26,-0.075,
14400,-0.24,-0.08,
14401,-0.25,-0.09,
14402,-0.255,-0.085,
14403,-0.265,-0.08,
14404,-0.24,-0.065,
14405,-0.225,-0.07,
14406,-0.23,-0.08,
14407,-0.235,-0.085,
14408,-0.26,-0.085,
14409,-0.265,-0.08,
14410,-0.265,-0.09,
14411,-0.275,-0.11,
14412,-0.285,-0.12,
14413,-0.285,-0.145,
14414,-0.29,-0.14,
14415,-0.28,-0.12,
14416,-0.265,-0.105,
14417,-0.265,-0.095,
14418,-0.28,-0.065,
14419,-0.31,-0.065,
14420,-0.33,-0.075,
14421,-0.33,-0.075,
14422,-0.335,-0.06,
14423,-0.34,-0.06,
14424,-0.36,-0.075,
14425,-0.37,-0.095,
14426,-0.385,-0.085,
14427,-0.385,-0.085,
14428,-0.38,-0.075,
14429,-0.39,-0.095,
14430,-0.4,-0.1,
14431,-0.41,-0.1,
14432,-0.41,-0.105,
14433,-0.405,-0.09,
14434,-0.4,-0.095,
14435,-0.395,-0.085,
14436,-0.405,-0.09,
14437,-0.415,-0.1,
14438,-0.425,-0.1,
14439,-0.41,-0.085,
14440,-0.395,-0.08,
14441,-0.405,-0.075,
14442,-0.395,-0.085,
14443,-0.405,-0.09,
14444,-0.41,-0.085,
14445,-0.41,-0.075,
14446,-0.41,-0.075,
14447,-0.415,-0.065,
14448,-0.47,-0.08,
14449,-0.545,-0.105,
14450,-0.58,-0.12,
14451,-0.555,-0.115,
14452,-0.49,-0.08,
14453,-0.395,-0.04,
14454,-0.235,0.0,
14455,0.025,0.065,
14456,0.375,0.225,
14457,0.77,0.435,
14458,1.12,0.64,
14459,1.425,0.85,
14460,1.65,1.04,
14461,1.765,1.175,N
14462,1.72,1.24,
14463,1.465,1.145,
14464,1.02,0.915,
14465,0.475,0.525,
14466,-0.015,0.12,
14467,-0.35,-0.2,
14468,-0.525,-0.395,
14469,-0.555,-0.44,
14470,-0.515,-0.4,
14471,-0.435,-0.31,
14472,-0.33,-0.205,
14473,-0.29,-0.1,
14474,-0.31,-0.035,
14475,-0.335,0.0,
14476,-0.35,-0.02,
14477,-0.36,-0.03,
14478,-0.37,-0.055,
14479,-0.38,-0.07,
14480,-0.4,-0.05,
14481,-0.4,-0.04,
14482,-0.405,-0.045,
14483,-0.415,-0.045,
14484,-0.43,-0.06,
14485,-0.44,-0.07,
14486,-0.45,-0.06,
14487,-0.45,-0.055,
14488,-0.435,-0.055,
14489,-0.43,-0.055,
14490,-0.445,-0.05,
14491,-0.435,-0.065,
14492,-0.445,-0.055,
14493,-0.455,-0.05,
14494,-0.44,-0.05,
14495,-0.43,-0.055,
14496,-0.44,-0.06,
14497,-0.45,-0.07,
14498,-0.46,-0.065,
14499,-0.46,-0.055,
14500,-0.455,-0.04,
14501,-0.45,-0.035,
14502,-0.44,-0.045,
14503,-0.45,-0.05,
14504,-0.455,-0.045,
14505,-0.45,-0.035,
14506,-0.435,-0.035,
14507,-0.425,-0.03,
14508,-0.43,-0.04,
14509,-0.425,-0.03,
14510,-0.43,-0.03,
14511,-0.43,-0.02,
14512,-0.42,-0.015,
14513,-0.41,-0.005,
14514,-0.4,-0.015,
14515,-0.405,-0.02,
14516,-0.41,-0.02,
14517,-0.395,-0.02,
14518,-0.39,0.005,
14519,-0.375,0.005,
14520,-0.375,0.005,
14521,-0.37,-0.015,
14522,-0.375,0.015,
14523,-0.36,0.025,
14524,-0.335,0.045,
14525,-0.325,0.035,
14526,-0.32,0.045,
14527,-0.315,0.035,
14528,-0.31,0.05,
14529,-0.285,0.06,
14530,-0.275,0.085,
14531,-0.245,0.085,
14532,-0.24,0.09,
14533,-0.23,0.105,
14534,-0.21,0.11,
14535,-0.195,0.12,
14536,-0.16,0.15,
14537,-0.14,0.15,
14538,-0.13,0.15,
14539,-0.125,0.15,
14540,-0.105,0.17,
14541,-0.08,0.185,
14542,-0.055,0.2,
14543,-0.04,0.215,
14544,-0.02,0.215,
14545,-0.015,0.205,
14546,-0.01,0.235,
14547,0.0,0.255,
14548,0.03,0.245,
14549,0.05,0.25,
14550,0.07,0.26,
14551,0.05,0.245,
14552,0.055,0.27,
14553,0.085,0.305,
14554,0.105,0.32,
14555,0.115,0.315,
14556,0.115,0.305,
14557,0.12,0.295,
14558,0.115,0.295,
14559,0.12,0.32,
14560,0.14,0.315,
14561,0.13,0.31,
14562,0.12,0.3,
14563,0.095,0.29,
14564,0.075,0.29,
14565,0.07,0.305,
14566,0.06,0.29,
14567,0.055,0.265,
14568,0.03,0.26,
14569,0.01,0.22,
14570,-0.01,0.22,
14571,-0.035,0.215,
14572,-0.055,0.215,
14573,-0.08,0.195,
14574,-0.105,0.17,
14575,-0.135,0.14,
14576,-0.155,0.13,
14577,-0.165,0.125,
14578,-0.18,0.11,
14579,-0.19,0.095,
14580,-0.205,0.075,
14581,-0.23,0.06,
14582,-0.24,0.045,
14583,-0.23,0.055,
14584,-0.235,0.05,
14585,-0.25,0.04,
14586,-0.255,0.035,
14587,-0.28,0.015,
14588,-0.28,0.01,
14589,-0.28,0.005,
14590,-0.29,0.005,
14591,-0.285,0.01,
14592,-0.285,-0.01,
14593,-0.29,-0.01,
14594,-0.295,-0.02,
14595,-0.305,-0.005,
14596,-0.3,0.005,
14597,-0.285,-0.01,
14598,-0.285,-0.005,
14599,-0.295,-0.03,
14600,-0.31,-0.02,
14601,-0.295,-0.01,
14602,-0.275,-0.005,
14603,-0.28,-0.005,
14604,-0.275,-0.015,
14605,-0.275,-0.015,
14606,-0.28,-0.02,
14607,-0.28,-0.005,
14608,-0.275,-0.005,
14609,-0.26,-0.01,
14610,-0.27,-0.02,
14611,-0.28,-0.015,
14612,-0.28,-0.015,
14613,-0.255,0.0,
14614,-0.255,0.005,
14615,-0.245,0.01,
14616,-0.26,0.0,
14617,-0.255,0.005,
14618,-0.265,0.005,
14619,-0.26,0.025,
14620,-0.24,0.025,
14621,-0.245,0.03,
14622,-0.245,0.02,
14623,-0.245,0.015,
14624,-0.25,0.025,
14625,-0.24,0.03,
14626,-0.235,0.04,
14627,-0.22,0.04,
14628,-0.23,0.03,
14629,-0.24,0.02,
14630,-0.245,0.02,
14631,-0.245,0.035,
14632,-0.23,0.04,
14633,-0.23,0.035,
14634,-0.235,0.025,
14635,-0.235,0.025,
14636,-0.25,0.03,
14637,-0.255,0.04,
14638,-0.235,0.035,
14639,-0.235,0.05,
14640,-0.245,0.025,
14641,-0.255,0.025,
14642,-0.255,0.03,
14643,-0.255,0.035,
14644,-0.245,0.035,
14645,-0.25,0.025,
14646,-0.245,0.02,
14647,-0.26,0.01,
14648,-0.265,0.015,
14649,-0.27,0.015,
14650,-0.26,0.02,
14651,-0.26,0.02,
14652,-0.265,0.005,
14653,-0.275,-0.005,
14654,-0.28,0.005,
14655,-0.285,0.0,
14656,-0.27,0.005,
14657,-0.295,0.0,
14658,-0.28,-0.005,
14659,-0.29,-0.025,
14660,-0.29,-0.02,
14661,-0.285,-0.01,
14662,-0.29,0.0,
14663,-0.285,-0.01,
14664,-0.305,-0.025,
14665,-0.31,-0.045,
14666,-0.32,-0.03,
14667,-0.32,-0.025,
14668,-0.31,-0.03,
14669,-0.315,-0.025,
14670,-0.315,-0.035,
14671,-0.32,-0.05,
14672,-0.325,-0.05,
14673,-0.32,-0.045,
14674,-0.32,-0.04,
14675,-0.33,-0.045,
14676,-0.32,-0.045,
14677,-0.33,-0.055,
14678,-0.33,-0.055,
14679,-0.33,-0.05,
14680,-0.32,-0.045,
14681,-0.315,-0.055,
14682,-0.32,-0.06,
14683,-0.33,-0.07,
14684,-0.335,-0.07,
14685,-0.335,-0.055,
14686,-0.335,-0.05,
14687,-0.315,-0.05,
14688,-0.34,-0.07,
14689,-0.34,-0.075,
14690,-0.33,-0.07,
14691,-0.31,-0.065,
14692,-0.305,-0.06,
14693,-0.29,-0.065,
14694,-0.275,-0.08,
14695,-0.265,-0.09,
14696,-0.265,-0.08,
14697,-0.265,-0.06,
14698,-0.255,-0.055,
14699,-0.25,-0.05,
14700,-0.24,-0.06,
14701,-0.245,-0.065,
14702,-0.235,-0.075,
14703,-0.225,-0.07,
14704,-0.22,-0.055,
14705,-0.215,-0.055,
14706,-0.225,-0.065,
14707,-0.23,-0.08,
14708,-0.215,-0.07,
14709,-0.2,-0.055,
14710,-0.22,-0.055,
14711,-0.22,-0.045,
14712,-0.23,-0.06,
14713,-0.25,-0.075,
14714,-0.28,-0.08,
14715,-0.275,-0.08,
14716,-0.27,-0.095,
14717,-0.265,-0.1,
14718,-0.265,-0.11,
14719,-0.25,-0.11,
14720,-0.26,-0.085,
14721,-0.26,-0.055,
14722,-0.27,-0.03,
14723,-0.285,-0.035,
14724,-0.305,-0.05,
14725,-0.34,-0.065,
14726,-0.345,-0.05,
14727,-0.345,-0.045,
14728,-0.34,-0.055,
14729,-0.35,-0.055,
14730,-0.365,-0.065,
14731,-0.385,-0.085,
14732,-0.385,-0.065,
14733,-0.375,-0.07,
14734,-0.39,-0.07,
14735,-0.395,-0.08,
14736,-0.395,-0.085,
14737,-0.395,-0.1,
14738,-0.41,-0.085,
14739,-0.41,-0.075,
14740,-0.39,-0.07,
14741,-0.385,-0.075,
14742,-0.4,-0.085,
14743,-0.4,-0.1,
14744,-0.405,-0.09,
14745,-0.4,-0.07,
14746,-0.39,-0.07,
14747,-0.39,-0.08,
14748,-0.385,-0.085,
14749,-0.4,-0.085,
14750,-0.405,-0.08,
14751,-0.39,-0.08,
14752,-0.4,-0.065,
14753,-0.405,-0.06,
14754,-0.44,-0.075,
14755,-0.495,-0.105,
14756,-0.55,-0.105,
14757,-0.595,-0.12,
14758,-0.585,-0.115,
14759,-0.54,-0.11,
14760,-0.47,-0.075,
14761,-0.38,-0.07,
14762,-0.19,-0.005,
14763,0.135,0.095,
14764,0.525,0.24,
14765,0.905,0.45,
14766,1.26,0.685,
14767,1.575,0.895,
14768,1.81,1.15,
14769,1.935,1.355,N
14770,1.93,1.435,
14771,1.715,1.38,
14772,1.3,1.16,
14773,0.72,0.77,
14774,0.165,0.28,
14775,-0.245,-0.12,
14776,-0.445,-0.365,
14777,-0.505,-0.485,
14778,-0.5,-0.485,
14779,-0.45,-0.425,
14780,-0.375,-0.325,
14781,-0.29,-0.205,
14782,-0.26,-0.1,
14783,-0.275,-0.035,
14784,-0.335,-0.015,
14785,-0.365,-0.035,
14786,-0.36,-0.05,
14787,-0.36,-0.055,
14788,-0.365,-0.05,
14789,-0.37,-0.035,
14790,-0.39,-0.06,
14791,-0.425,-0.065,
14792,-0.435,-0.06,
14793,-0.425,-0.065,
14794,-0.42,-0.065,
14795,-0.435,-0.065,
14796,-0.44,-0.08,
14797,-0.45,-0.08,
14798,-0.47,-0.085,
14799,-0.455,-0.07,
14800,-0.44,-0.07,
14801,-0.45,-0.07,
14802,-0.45,-0.065,
14803,-0.47,-0.08,
14804,-0.465,-0.075,
14805,-0.46,-0.07,
14806,-0.45,-0.055,
14807,-0.455,-0.06,
14808,-0.45,-0.075,
14809,-0.46,-0.075,
14810,-0.47,-0.065,
14811,-0.45,-0.05,
14812,-0.44,-0.05,
14813,-0.43,-0.055,
14814,-0.445,-0.055,
14815,-0.455,-0.065,
14816,-0.46,-0.065,
14817,-0.44,-0.05,
14818,-0.42,-0.04,
14819,-0.42,-0.03,
14820,-0.43,-0.045,
14821,-0.435,-0.055,
14822,-0.44,-0.04,
14823,-0.425,-0.025,
14824,-0.415,-0.02,
14825,-0.415,-0.04,
14826,-0.405,-0.03,
14827,-0.41,-0.04,
14828,-0.41,-0.035,
14829,-0.39,-0.01,
14830,-0.39,-0.005,
14831,-0.365,-0.015,
14832,-0.37,-0.015,
14833,-0.365,-0.02,
14834,-0.37,-0.015,
14835,-0.36,0.01,
14836,-0.34,0.015,
14837,-0.33,0.025,
14838,-0.315,0.03,
14839,-0.31,0.02,
14840,-0.31,0.035,
14841,-0.285,0.05,
14842,-0.255,0.06,
14843,-0.255,0.055,
14844,-0.235,0.065,
14845,-0.215,0.06,
14846,-0.205,0.085,
14847,-0.185,0.1,
14848,-0.16,0.115,
14849,-0.135,0.12,
14850,-0.12,0.125,
14851,-0.1,0.13,
14852,-0.1,0.15,
14853,-0.07,0.165,
14854,-0.035,0.185,
14855,-0.035,0.19,
14856,-0.015,0.195,
14857,0.0,0.19,
14858,0.01,0.205,
14859,0.03,0.23,
14860,0.06,0.23,
14861,0.075,0.24,
14862,0.09,0.25,
14863,0.09,0.235,
14864,0.095,0.255,
14865,0.12,0.27,
14866,0.14,0.28,
14867,0.145,0.285,
14868,0.155,0.28,
14869,0.16,0.28,
14870,0.155,0.285,
14871,0.17,0.295,
14872,0.175,0.3,
14873,0.19,0.295,
14874,0.175,0.3,
14875,0.16,0.28,
14876,0.15,0.295,
14877,0.155,0.29,
14878,0.155,0.305,
14879,0.15,0.285,
14880,0.115,0.26,
14881,0.085,0.255,
14882,0.085,0.24,
14883,0.06,0.24,
14884,0.055,0.23,
14885,0.035,0.22,
14886,-0.015,0.19,
14887,-0.04,0.165,
14888,-0.06,0.155,
14889,-0.08,0.145,
14890,-0.09,0.14,
14891,-0.11,0.12,
14892,-0.14,0.1,
14893,-0.17,0.075,
14894,-0.195,0.055,
14895,-0.205,0.055,
14896,-0.205,0.05,
14897,-0.205,0.035,
14898,-0.225,0.02,
14899,-0.245,0.0,
14900,-0.265,-0.015,
14901,-0.255,0.0,
14902,-0.26,0.005,
14903,-0.255,-0.005,
14904,-0.26,-0.025,
14905,-0.26,-0.04,
14906,-0.28,-0.045,
14907,-0.28,-0.04,
14908,-0.265,-0.035,
14909,-0.285,-0.04,
14910,-0.275,-0.045,
14911,-0.285,-0.055,
14912,-0.29,-0.055,
14913,-0.285,-0.04,
14914,-0.28,-0.05,
14915,-0.27,-0.05,
14916,-0.28,-0.06,
14917,-0.285,-0.05,
14918,-0.29,-0.065,
14919,-0.28,-0.05,
14920,-0.285,-0.04,
14921,-0.265,-0.035,
14922,-0.275,-0.04,
14923,-0.27,-0.055,
14924,-0.28,-0.045,
14925,-0.265,-0.045,
14926,-0.255,-0.025,
14927,-0.25,-0.04,
14928,-0.255,-0.035,
14929,-0.25,-0.05,
14930,-0.255,-0.05,
14931,-0.25,-0.03,
14932,-0.25,-0.015,
14933,-0.24,-0.025,
14934,-0.245,-0.03,
14935,-0.245,-0.04,
14936,-0.25,-0.03,
14937,-0.235,-0.035,
14938,-0.245,-0.025,
14939,-0.23,-0.01,
14940,-0.23,-0.035,
14941,-0.235,-0.02,
14942,-0.24,-0.02,
14943,-0.24,-0.01,
14944,-0.22,-0.005,
14945,-0.22,-0.01,
14946,-0.225,-0.01,
14947,-0.23,-0.02,
14948,-0.23,-0.015,
14949,-0.235,-0.01,
14950,-0.24,-0.005,
14951,-0.22,-0.015,
14952,-0.23,-0.015,
14953,-0.23,-0.025,
14954,-0.235,-0.015,
14955,-0.23,-0.015,
14956,-0.225,-0.005,
14957,-0.225,-0.015,
14958,-0.235,-0.02,
14959,-0.24,-0.035,
14960,-0.25,-0.03,
14961,-0.245,-0.015,
14962,-0.23,-0.015,
14963,-0.24,-0.015,
14964,-0.245,-0.03,
14965,-0.265,-0.045,
14966,-0.25,-0.04,
14967,-0.25,-0.03,
14968,-0.25,-0.03,
14969,-0.25,-0.04,
14970,-0.255,-0.06,
14971,-0.27,-0.06,
14972,-0.28,-0.05,
14973,-0.26,-0.05,
14974,-0.265,-0.055,
14975,-0.265,-0.055,
14976,-0.275,-0.065,
14977,-0.28,-0.08,
14978,-0.29,-0.075,
14979,-0.285,-0.075,
14980,-0.28,-0.065,
14981,-0.28,-0.065,
14982,-0.295,-0.08,
14983,-0.305,-0.095,
14984,-0.295,-0.085,
14985,-0.3,-0.075,
14986,-0.29,-0.08,
14987,-0.29,-0.085,
14988,-0.31,-0.095,
14989,-0.31,-0.095,
14990,-0.32,-0.095,
14991,-0.31,-0.1,
14992,-0.305,-0.09,
14993,-0.3,-0.08,
14994,-0.3,-0.1,
14995,-0.31,-0.115,
14996,-0.32,-0.1,
14997,-0.305,-0.09,
14998,-0.3,-0.085,
14999,-0.3,-0.095,
15000,-0.31,-0.11,
15001,-0.32,-0.11,
15002,-0.315,-0.11,
15003,-0.315,-0.095,
15004,-0.295,-0.1,
15005,-0.295,-0.09,
15006,-0.295,-0.1,
15007,-0.29,-0.11,
15008,-0.28,-0.1,
15009,-0.255,-0.1,
15010,-0.23,-0.09,
15011,-0.22,-0.095,
15012,-0.23,-0.095,
15013,-0.235,-0.11,
15014,-0.235,-0.09,
15015,-0.22,-0.08,
15016,-0.21,-0.07,
15017,-0.205,-0.085,
15018,-0.195,-0.1,
15019,-0.2,-0.095,
15020,-0.205,-0.1,
15021,-0.205,-0.085,
15022,-0.19,-0.085,
15023,-0.185,-0.08,
15024,-0.19,-0.09,
15025,-0.2,-0.1,
15026,-0.21,-0.09,
15027,-0.215,-0.1,
15028,-0.23,-0.1,
15029,-0.24,-0.11,
15030,-0.25,-0.13,
15031,-0.26,-0.15,
15032,-0.25,-0.15,
15033,-0.235,-0.145,
15034,-0.225,-0.115,
15035,-0.23,-0.095,
15036,-0.255,-0.085,
15037,-0.275,-0.095,
15038,-0.29,-0.085,
15039,-0.3,-0.09,
15040,-0.305,-0.075,
15041,-0.31,-0.075,
15042,-0.33,-0.1,
15043,-0.345,-0.105,
15044,-0.355,-0.115,
15045,-0.365,-0.115,
15046,-0.355,-0.1,
15047,-0.365,-0.1,
15048,-0.38,-0.12,
15049,-0.395,-0.135,
15050,-0.4,-0.125,
15051,-0.38,-0.115,
15052,-0.37,-0.12,
15053,-0.385,-0.115,
15054,-0.38,-0.13,
15055,-0.395,-0.125,
15056,-0.4,-0.125,
15057,-0.39,-0.12,
